id,body_region,quality,severity,days_since_onset,context_notes,exercise_title,exercise_steps,education_prompt,risk_neuro,risk_recent_trauma,source,created_at
00357,shoulder,burning,1,6,"after long standing, comes and goes. Region: shoulder, quality: burning.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.385106Z
00358,head,sharp,6,86,"flares after poor sleep, spikes then fades. Region: head, quality: sharp.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385123Z
00359,jaw,tightness,8,14,"follows long car rides, moves around. Region: jaw, quality: tightness.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.385138Z
00360,chest,dull,7,16,"follows long car rides, pulses with breath. Region: chest, quality: dull.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385154Z
00361,abdomen,pulling,4,17,"flares after stress, comes and goes. Region: abdomen, quality: pulling.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.385169Z
00362,hip,pressure,3,18,"after repetitive tasks, lingers most of the day. Region: hip, quality: pressure.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.385184Z
00363,knee,stabbing,7,25,"worse in cold weather, eases with rest. Region: knee, quality: stabbing.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385199Z
00364,ankle,dull,5,19,"appears during heavy lifting, eases after stretching. Region: ankle, quality: dull.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385212Z
00365,foot,cramping,7,16,"follows long car rides, comes and goes. Region: foot, quality: cramping.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385225Z
00366,wrist,tightness,5,22,"worse in cold weather, moves around. Region: wrist, quality: tightness.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385238Z
00367,elbow,shooting,3,4,"worse in cold weather, stays in one spot. Region: elbow, quality: shooting.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",True,False,synthetic_prt_v2,2025-09-11T20:43:27.385254Z
00368,hand,pressure,6,13,"worse in cold weather, comes and goes. Region: hand, quality: pressure.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.385268Z
00369,lower_back,cramping,2,19,"after long standing, moves around. Region: lower back, quality: cramping.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.385282Z
00370,mid_back,dull,4,25,"when I hurry, feels tight then releases. Region: mid back, quality: dull.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385294Z
00371,upper_back,pressure,9,31,"after repetitive tasks, pulses with breath. Region: upper back, quality: pressure.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385308Z
00372,neck,aching,1,12,"worse in cold weather, lingers most of the day. Region: neck, quality: aching.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385321Z
00373,shoulder,aching,9,11,"eases with heat, radiates a little. Region: shoulder, quality: aching.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,True,synthetic_prt_v2,2025-09-11T20:43:27.385335Z
00374,head,burning,5,76,"improves with gentle movement, stays in one spot. Region: head, quality: burning.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385350Z
00375,jaw,stiffness,7,36,"improves with gentle movement, comes and goes. Region: jaw, quality: stiffness.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,True,synthetic_prt_v2,2025-09-11T20:43:27.385367Z
00376,chest,stabbing,9,32,"improves with gentle movement, eases with rest. Region: chest, quality: stabbing.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.385382Z
00377,abdomen,tightness,2,31,"better after a walk, radiates a little. Region: abdomen, quality: tightness.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.385395Z
00378,hip,throbbing,5,77,"worse after screens, lingers most of the day. Region: hip, quality: throbbing.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.385409Z
00379,knee,shooting,3,20,"more noticeable in the morning, lingers most of the day. Region: knee, quality: shooting.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.385426Z
00380,ankle,pressure,3,25,"after repetitive tasks, eases after stretching. Region: ankle, quality: pressure.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.385441Z
00381,foot,cramping,6,30,"follows long car rides, pulses with breath. Region: foot, quality: cramping.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385454Z
00382,wrist,throbbing,2,13,"improves with gentle movement, moves around. Region: wrist, quality: throbbing.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.385468Z
00383,elbow,electric,1,6,"flares after stress, moves around. Region: elbow, quality: electric.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.385482Z
00384,hand,tightness,3,6,"on stressful days, comes and goes. Region: hand, quality: tightness.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.385497Z
